Station,Country,ARMS_unit,Date_start,Date_end,Event_ID,Material Samples,Observations,Sequences,Associated Date,Created,Updated
Limfjord,Denmark,Red2,2019-10-29,2020-11-10,ARMS_Limfjord_Red2_20191029_20201110,0,0,0,21,2019-11-11 22:10:22.971873+00:00,2020-12-19 20:00:44.690690+00:00
Limfjord,Denmark,Yellow8,2019-06-18,2019-10-29,ARMS_Limfjord_Yellow8_20190618_20191029,3,0,677,99,2019-11-11 21:54:35.063156+00:00,2020-04-08 21:15:37.519565+00:00
Limfjord,Denmark,Yellow8,2019-10-29,2020-11-10,ARMS_Limfjord_Yellow8_20191029_20201110,0,0,0,0,2019-11-11 21:56:56.980692+00:00,2020-12-19 19:58:58.710285+00:00
Limfjord,Denmark,Yellow8,2019-10-29,2019-10-29T11:00:00Z,ARMS_Limfjord_Yellow8_20191029_00000000,0,0,0,0,2020-01-03 18:24:15.776212+00:00,2020-01-03 18:24:16.257475+00:00
Limfjord,Denmark,Yellow8,2020-11-10,2021-10,ARMS_Limfjord_Yellow8_20201110_00000000,0,0,0,0,2020-12-16 23:52:45.153515+00:00,2020-12-16 23:52:45.300403+00:00
Bodo,Norway,GStraB,2019-06-21,2020-12-07,ARMS_Bodo_GStraB_20190621_20201207,3,0,0,21,2020-12-18 20:42:35.871128+00:00,2021-06-28 05:07:10.428382+00:00
Bodo,Norway,GStraB,2021-06-17,,ARMS_Bodo_GStraB_00000000_00000000,0,0,0,0,2019-11-14 14:53:16.922733+00:00,2021-06-25 12:45:09.804962+00:00
Bodo,Norway,GStraM,2021-06-17,,ARMS_Bodo_GStraM_00000000_00000000,0,0,0,0,2019-11-14 14:50:41.004214+00:00,2021-06-25 12:46:42.980039+00:00
Bodo,Norway,GStraM,2019-06-21,2020-12-07,ARMS_Bodo_GStraM_20190621_20201207,3,0,0,21,2020-12-18 20:41:44.526966+00:00,2021-06-28 05:08:35.665611+00:00
Swedish_West_coast,Sweden,Gbg4,2020-02-06,2020-05-29,ARMS_Swedish_West_coast_Gbg4_20200206_20200529,3,0,413,18,2020-02-06 12:39:27.844484+00:00,2021-12-10 14:36:02.789548+00:00
Swedish_West_coast,Sweden,Bjorko1,2020-01-31,2020-05-18,ARMS_Swedish_West_coast_Bjorko1_20200131_20200518,3,0,295,36,2020-01-31 15:20:09.523559+00:00,2021-12-10 14:02:43.005520+00:00
Swedish_West_coast,Sweden,Hjuvik1,2020-01-31,2020-05-18,ARMS_Swedish_West_coast_Hjuvik1_20200131_20200518,3,0,496,28,2020-01-31 15:12:38.802835+00:00,2021-12-10 14:03:12.639203+00:00
Swedish_West_coast,Sweden,Gbg1,2020-02-06,2020-05-20,ARMS_Swedish_West_coast_Gbg1_20200206_20200520,3,0,649,44,2020-02-06 12:32:43.334556+00:00,2021-12-10 14:03:49.472887+00:00
Swedish_West_coast,Sweden,Gbg2,2020-02-06,2020-05-20,ARMS_Swedish_West_coast_Gbg2_20200206_20200520,3,0,327,24,2020-02-06 12:34:58.551852+00:00,2021-12-10 13:45:13.964380+00:00
Swedish_West_coast,Sweden,Gbg3,2020-02-06,2020-05-29,ARMS_Swedish_West_coast_Gbg3_20200206_20200529,3,0,698,21,2020-02-06 12:37:14.863798+00:00,2021-12-10 13:57:19.492865+00:00
Swedish_West_coast,Sweden,Varberg1,2020-02-13,2020-06-03,ARMS_Swedish_West_coast_Varberg1_20200213_20200603,3,0,413,23,2020-02-19 12:49:32.413306+00:00,2021-12-10 14:02:05.532196+00:00
Swedish_West_coast,Sweden,Varberg2,2020-02-13,2020-06-03,ARMS_Swedish_West_coast_Varberg2_20200213_20200603,3,0,573,21,2020-02-19 12:52:53.703362+00:00,2021-12-10 14:01:48.605677+00:00
Swedish_West_coast,Sweden,Varberg3,2020-02-13,2020-06-03,ARMS_Swedish_West_coast_Varberg3_20200213_20200603,3,0,642,26,2020-02-19 13:00:08.676453+00:00,2021-12-10 14:01:30.971225+00:00
Swedish_West_coast,Sweden,Marstrand2,2020-02-28,2020-05-27,ARMS_Swedish_West_coast_Marstrand2_20200228_20200527,3,0,614,21,2020-03-03 14:23:47.514778+00:00,2021-12-10 14:01:04.146053+00:00
Swedish_West_coast,Sweden,Marstrand3,2020-02-28,2020-05-27,ARMS_Swedish_West_coast_Marstrand3_20200228_20200527,3,0,651,19,2020-03-03 14:29:33.123850+00:00,2021-12-10 14:00:37.690228+00:00
Swedish_West_coast,Sweden,Helsingborg1,2020-03-05,2020-06-04,ARMS_Swedish_West_coast_Helsingborg1_20200305_20200604,3,0,474,23,2020-03-05 23:02:08.652886+00:00,2021-12-10 14:00:10.272040+00:00
Swedish_West_coast,Sweden,Helsingborg2,2020-03-05,2020-06-04,ARMS_Swedish_West_coast_Helsingborg2_20200305_20200604,3,0,594,23,2020-03-05 23:03:47.823156+00:00,2021-12-10 13:59:46.870268+00:00
Swedish_West_coast,Sweden,Marstrand1,2020-02-28,2020-05-27,ARMS_Swedish_West_coast_Marstrand1_20200228_20200527,3,0,491,18,2020-03-03 14:15:05.407650+00:00,2021-12-10 13:59:18.145540+00:00
Swedish_West_coast,Sweden,Preemraff2,2020-04-01,2020-07-15,ARMS_Swedish_West_coast_Preemraff2_20200401_20200715,3,0,703,21,2020-04-27 10:49:22.366093+00:00,2021-12-10 14:04:36.102950+00:00
Swedish_West_coast,Sweden,Preemraff1,2020-04-01,2020-07-15,ARMS_Swedish_West_coast_Preemraff1_20200401_20200715,3,0,350,19,2020-04-27 10:45:28.575915+00:00,2021-12-10 08:48:49.750427+00:00
Nationalpark Schleswig-Holstein,Germany,SHNP1,2021,2022,ARMS_Nationalpark Schleswig-Holstein_SHNP1_00000000_00000000,0,0,0,0,2020-11-20 11:16:02.854314+00:00,2021-10-18 12:40:30.040473+00:00
RavMarina,Italy,RavM2,2021-04-22,2021-07-26,ARMS_RavMarina_RavM2_20210422_20210726,0,0,0,0,2021-04-22 13:09:05.357059+00:00,2021-06-28 20:52:17.652878+00:00
RavMarina,Italy,RavM3,2021-04-22,2021-07-26,ARMS_RavMarina_RavM3_20210422_20210726,0,0,0,0,2021-04-22 13:10:06.265009+00:00,2021-06-28 20:52:41.497552+00:00
RavMarina,Italy,RavM1,2021-04-22,2021-07-26,ARMS_RavMarina_RavM1_20210422_20210726,0,0,0,2,2021-04-22 13:08:03.425273+00:00,2021-08-03 12:50:59.103692+00:00
RavHabour,Italy,RavH1,2021-04-22,2021-07-26,ARMS_RavHabour_RavH1_20210422_20210726,0,0,0,2,2021-04-22 13:18:05.201654+00:00,2021-08-03 12:33:06.675107+00:00
RavHabour,Italy,RavH2,2021-04-22,2021-07-26,ARMS_RavHabour_RavH2_20210422_20210726,0,0,0,0,2021-04-22 13:17:08.316493+00:00,2021-07-14 10:35:49.926876+00:00
RavHabour,Italy,RavH3,2021-04-22,2021-07-26,ARMS_RavHabour_RavH3_20210422_20210726,0,0,0,0,2021-04-22 13:15:45.417401+00:00,2021-06-28 20:51:25.199838+00:00
Adriatic East Coast,Italy,Ven3,2021-06-23,2022,ARMS_Adriatic East Coast_Ven3_20210623_00000000,0,0,0,0,2021-06-28 06:04:00.771468+00:00,2021-06-28 06:04:22.698088+00:00
Adriatic East Coast,Italy,Ven1,2021-06-23,2022,ARMS_Adriatic East Coast_Ven1_20210623_00000000,0,0,0,0,2021-06-28 06:02:08.567860+00:00,2021-06-28 06:02:08.755450+00:00
Adriatic East Coast,Italy,Ven2,2021-06-23,2022,ARMS_Adriatic East Coast_Ven2_20210623_00000000,0,0,0,0,2021-06-28 06:03:32.287769+00:00,2021-06-28 06:03:32.483750+00:00
Demo4workshop,Belgium,SpecialZone2,2022-01-06,2022-01-28,ARMS_Demo4workshop_SpecialZone2_20220106_20220128,0,0,0,0,2022-01-27 13:47:19.535879+00:00,2022-01-28 13:25:24.512952+00:00
